Bill Name,Committee Name,Congress
116-HB3444,Education and Labor,116
116-HB1683,Judiciary,116
117-HB3461,Energy And Commerce,117
117-HB6230,Ways And Means,117
117-HB7634,Energy And Commerce,117
117-HR79,Energy And Commerce,117
117-HB6232,Agriculture,117
117-HB5366,Ways And Means,117
117-HB984,Ways And Means,117
116-HB7291,Oversight and Reform,116
116-HB4131,Energy And Commerce,116
116-HB407,Judiciary,116
117-HB3106,Education and Labor,117
117-HB5963,Energy And Commerce,117
116-HB6228,Natural Resources,116
116-HB642,Natural Resources,116
117-HB6966,Ways And Means,117
116-HB8107,Veterans' Affairs,116
116-HCR74,Transportation And Infrastructure,116
117-HB8618,Education and Labor,117
116-HB2269,Energy And Commerce,116
117-HB7086,Judiciary,117
117-HB4494,Natural Resources,117
116-HB7057,Energy And Commerce,116
116-HB926,Financial Services,116
116-HB8309,Homeland Security,116
117-HB3640,Education and Labor,117
117-HB1162,Appropriations,117
117-HB880,Energy And Commerce,117
116-HB7655,Judiciary,116
117-HB3516,Transportation And Infrastructure,117
117-HB2205,Transportation And Infrastructure,117
116-HR1236,Oversight and Reform,116
117-HB1607,Judiciary,117
117-HB9472,Agriculture,117
116-HB332,Foreign Affairs,116
116-HB8091,Armed Services,116
117-HB1020,Financial Services,117
117-HB2799,Small Business,117
116-HR832,Ethics,116
116-HB8273,"Science, Space, And Technology",116
117-HB6256,Foreign Affairs,117
117-HB6784,Judiciary,117
116-HB5651,Energy And Commerce,116
116-HR850,Oversight and Reform,116
117-HR874,Oversight and Reform,117
117-HB3687,Natural Resources,117
117-HB7954,Ways And Means,117
117-HB6956,Education and Labor,117
116-HB1931,Judiciary,116
117-HJR26,Judiciary,117
116-HB6,Judiciary,116
117-HR1080,Oversight and Reform,117
116-HB8483,Veterans' Affairs,116
117-HB4206,Oversight and Reform,117
116-HB1107,Judiciary,116
116-HB6392,Judiciary,116
116-HR880,Oversight and Reform,116
117-HB6683,Education and Labor,117
117-HR1226,Energy And Commerce,117
117-HB2260,Judiciary,117
117-HR588,Judiciary,117
117-HB6459,Oversight and Reform,117
116-HB3219,Energy And Commerce,116
117-HB6195,Armed Services,117
117-HB4283,Energy And Commerce,117
117-HB889,Ways And Means,117
116-HB5986,Energy And Commerce,116
117-HR891,Judiciary,117
117-HB1156,Natural Resources,117
117-HB1249,Judiciary,117
116-HR306,Ethics,116
117-HB3841,Energy And Commerce,117
116-HB5471,Veterans' Affairs,116
116-HB2220,Transportation And Infrastructure,116
117-HB919,Ways And Means,117
117-HJR98,Judiciary,117
116-HR1056,Oversight and Reform,116
116-HB6829,Energy And Commerce,116
116-HB2160,Homeland Security,116
116-HB970,Natural Resources,116
117-HB6982,Natural Resources,117
116-HB8076,Veterans' Affairs,116
117-HB8165,Ways And Means,117
116-HB5183,Judiciary,116
117-HB3521,Oversight and Reform,117
117-HB4786,Education and Labor,117
116-HB7821,Ways And Means,116
117-HB5529,Veterans' Affairs,117
117-HB882,Judiciary,117
117-HB5988,Energy And Commerce,117
116-HB5835,Education and Labor,116
117-HB7853,Transportation And Infrastructure,117
116-HB597,Oversight and Reform,116
117-HB6925,Ways And Means,117
116-HB1448,Veterans' Affairs,116
116-HB7278,Judiciary,116
117-HB7681,Energy And Commerce,117
116-HB3511,Financial Services,116
116-HR464,Judiciary,116
117-HB3221,Ways And Means,117
116-HB1535,Administration,116
117-HR1043,Oversight and Reform,117
116-HB237,Foreign Affairs,116
116-HB1973,Ways And Means,116
116-HB399,Education and Labor,116
117-HB8860,Judiciary,117
116-HB3947,Energy And Commerce,116
117-HB8057,Foreign Affairs,117
117-HB4628,Oversight and Reform,117
117-HB7371,Oversight and Reform,117
117-HB9198,Education and Labor,117
117-HB3667,Ways And Means,117
116-HB5029,Veterans' Affairs,116
117-HB3929,Judiciary,117
116-HB2961,Natural Resources,116
116-HB2032,Ways And Means,116
116-HB4881,Energy And Commerce,116
117-HB7263,Judiciary,117
117-HB7666,Energy And Commerce,117
117-HB3071,Judiciary,117
116-HB635,Foreign Affairs,116
116-HB8449,Veterans' Affairs,116
116-HB6272,Energy And Commerce,116
116-HB8765,Education and Labor,116
117-HB6259,Foreign Affairs,117
117-HB7159,Foreign Affairs,117
116-HB7355,Energy And Commerce,116
116-HR893,Education and Labor,116
117-HB4028,Energy And Commerce,117
116-HR931,Foreign Affairs,116
116-HB123,Financial Services,116
116-HB6123,Appropriations,116
116-HB5329,Oversight and Reform,116
117-HR853,Foreign Affairs,117
116-HB7805,Judiciary,116
116-HB2373,Judiciary,116
116-HB6712,Education and Labor,116
117-HB2697,Transportation And Infrastructure,117
117-HB9324,Oversight and Reform,117
117-HB7191,Financial Services,117
117-HB1823,Energy And Commerce,117
117-HR634,Small Business,117
117-HB7336,Education and Labor,117
117-HB6257,Transportation And Infrastructure,117
117-HB5852,Ways And Means,117
117-HB8865,Energy And Commerce,117
117-HB7773,Energy And Commerce,117
117-HB2213,Transportation And Infrastructure,117
116-HB3266,Armed Services,116
117-HB1732,Ways And Means,117
116-HB7301,Financial Services,116
117-HB6809,Homeland Security,117
117-HR285,Oversight and Reform,117
116-HB3291,Education and Labor,116
116-HB1995,Education and Labor,116
117-HB2478,Transportation And Infrastructure,117
117-HB5655,Energy And Commerce,117
117-HB5183,Ways And Means,117
117-HB8253,Ways And Means,117
117-HB5903,Oversight and Reform,117
116-HB2010,Energy And Commerce,116
117-HB7047,Energy And Commerce,117
117-HB7463,Energy And Commerce,117
116-HB554,Foreign Affairs,116
117-HB7518,Oversight and Reform,117
116-HB8393,Education and Labor,116
116-HB3315,Education and Labor,116
116-HB3440,Administration,116
116-HR899,Education and Labor,116
117-HR1284,Energy And Commerce,117
116-HB4019,Education and Labor,116
116-HR1268,Ways And Means,116
116-HB8839,Education and Labor,116
117-HB4769,Armed Services,117
116-HB7381,Judiciary,116
117-HR141,Judiciary,117
117-HB2006,Energy And Commerce,117
116-HB1137,Transportation And Infrastructure,116
117-HB1801,Veterans' Affairs,117
116-HB3170,Energy And Commerce,116
116-HB6867,Financial Services,116
116-HB515,Ways And Means,116
117-HB9230,Energy And Commerce,117
116-HB1581,Foreign Affairs,116
116-HR343,Foreign Affairs,116
117-HB905,Financial Services,117
116-HB2341,Oversight and Reform,116
117-HB5362,Oversight and Reform,117
117-HB8825,Energy And Commerce,117
117-HB8938,Foreign Affairs,117
117-HB6585,Education and Labor,117
117-HB3182,Energy And Commerce,117
117-HB3229,Education and Labor,117
117-HR1238,Judiciary,117
116-HB5387,Foreign Affairs,116
116-HB4282,Veterans' Affairs,116
116-HB8340,Oversight and Reform,116
117-HB6323,Veterans' Affairs,117
116-HB6695,Ways And Means,116
116-HB4284,Ways And Means,116
117-HB8568,Foreign Affairs,117
116-HB1242,Natural Resources,116
116-HB5353,Armed Services,116
117-HB6003,Agriculture,117
116-HB5826,Energy And Commerce,116
117-HJR49,Foreign Affairs,117
116-HJR65,Judiciary,116
117-HB3086,Oversight and Reform,117
117-HB7727,Education and Labor,117
117-HR780,Homeland Security,117
116-HB3706,Small Business,116
117-HB1767,Armed Services,117
116-HR1241,Ethics,116
117-HB8515,Energy And Commerce,117
116-HR1133,Administration,116
117-HB4465,Oversight and Reform,117
117-HB1192,Judiciary,117
117-HB3624,Transportation And Infrastructure,117
117-HB2679,Judiciary,117
117-HR670,Homeland Security,117
117-HB9136,Education and Labor,117
116-HB7948,Energy And Commerce,116
117-HB8230,Oversight and Reform,117
116-HB1244,Ways And Means,116
117-HB1515,Administration,117
116-HCR69,Oversight and Reform,116
117-HB185,Armed Services,117
116-HB59,Energy And Commerce,116
116-HB3710,Homeland Security,116
117-HB5363,Ways And Means,117
116-HB8752,Natural Resources,116
117-HB7699,Oversight and Reform,117
117-HB6891,Financial Services,117
116-HB4597,Energy And Commerce,116
116-HB6857,Ways And Means,116
117-HB3794,Agriculture,117
116-HR717,Energy And Commerce,116
116-HB4085,Veterans' Affairs,116
117-HB2624,Transportation And Infrastructure,117
116-HB3972,Judiciary,116
116-HB5148,Education and Labor,116
116-HR751,Foreign Affairs,116
116-HB5135,Financial Services,116
116-HB5399,Oversight and Reform,116
117-HB8929,Armed Services,117
116-HB1823,Judiciary,116
117-HB6260,Armed Services,117
116-HB2262,Energy And Commerce,116
117-HB8226,Oversight and Reform,117
116-HB634,Energy And Commerce,116
117-HB9061,Judiciary,117
117-HB3335,Judiciary,117
117-HB2775,Veterans' Affairs,117
116-HJR35,Judiciary,116
116-HR550,Oversight and Reform,116
116-HB7330,Ways And Means,116
117-HB3724,Energy And Commerce,117
117-HB2233,Financial Services,117
116-HB8943,Armed Services,116
117-HB3204,Oversight and Reform,117
117-HB4335,Natural Resources,117
117-HR83,Ethics,117
117-HB1009,Oversight and Reform,117
117-HR117,Foreign Affairs,117
116-HB4589,Veterans' Affairs,116
117-HB5370,Ways And Means,117
117-HB7776,Transportation And Infrastructure,117
116-HB2809,Agriculture,116
117-HB6153,Judiciary,117
116-HB8535,Education and Labor,116
116-HB6161,Oversight and Reform,116
116-HB6416,Foreign Affairs,116
116-HB1768,Energy And Commerce,116
117-HB3941,Ways And Means,117
117-HB3327,Administration,117
117-HB824,Judiciary,117
117-HB5498,Judiciary,117
116-HB386,Natural Resources,116
117-HR350,Judiciary,117
116-HB5664,Foreign Affairs,116
116-HB2725,Ways And Means,116
117-HB7259,Energy And Commerce,117
117-HB3269,Energy And Commerce,117
117-HB1720,Financial Services,117
116-HJR99,Judiciary,116
116-HB4790,"Science, Space, And Technology",116
117-HB1479,Foreign Affairs,117
116-HB180,Transportation And Infrastructure,116
117-HB7355,Financial Services,117
117-HB6033,Foreign Affairs,117
117-HB4515,Small Business,117
117-HB1778,Transportation And Infrastructure,117
117-HB173,Energy And Commerce,117
116-HB7353,Energy And Commerce,116
117-HB7907,Education and Labor,117
117-HB3525,Natural Resources,117
117-HB7638,Oversight and Reform,117
116-HR1043,Education and Labor,116
117-HB2854,Energy And Commerce,117
116-HB8709,Energy And Commerce,116
117-HB7946,Judiciary,117
117-HB7938,Natural Resources,117
116-HB431,Energy And Commerce,116
117-HB8530,Energy And Commerce,117
117-HB2350,Ways And Means,117
116-HB538,Oversight and Reform,116
116-HB19,Energy And Commerce,116
117-HCR103,Agriculture,117
116-HB2452,Ways And Means,116
117-HB8278,Judiciary,117
116-HB8266,Transportation And Infrastructure,116
117-HB5118,Natural Resources,117
116-HCR22,Administration,116
116-HB6335,Ways And Means,116
116-HB7730,Transportation And Infrastructure,116
117-HB4050,Judiciary,117
116-HB8105,Veterans' Affairs,116
117-HB7476,Transportation And Infrastructure,117
116-HB175,Judiciary,116
117-HB1834,Judiciary,117
116-HB7200,Administration,116
117-HB7408,Financial Services,117
116-HB6495,Energy And Commerce,116
116-HB1805,Financial Services,116
117-HB268,Natural Resources,117
117-HB8742,Ways And Means,117
117-HB9343,Energy And Commerce,117
117-HB6409,Financial Services,117
116-HB4341,Natural Resources,116
117-HB3271,Energy And Commerce,117
117-HR1299,Administration,117
117-HB3216,Ways And Means,117
117-HB7934,Foreign Affairs,117
117-HB8863,Judiciary,117
117-HB8605,Transportation And Infrastructure,117
117-HB9158,Judiciary,117
117-HB514,Education and Labor,117
117-HR818,Transportation And Infrastructure,117
116-HCR88,Agriculture,116
117-HB1021,Foreign Affairs,117
117-HB994,Judiciary,117
116-HB8792,Administration,116
116-HB3302,Energy And Commerce,116
117-HB6145,Financial Services,117
117-HB2390,Natural Resources,117
117-HR46,Ethics,117
116-HB8270,Armed Services,116
117-HB1967,Transportation And Infrastructure,117
116-HB3343,Ways And Means,116
116-HB1342,Energy And Commerce,116
117-HB7217,Transportation And Infrastructure,117
117-HB6270,Transportation And Infrastructure,117
117-HB3322,Energy And Commerce,117
117-HB4172,Veterans' Affairs,117
116-HCR25,Oversight and Reform,116
117-HB7857,Energy And Commerce,117
117-HR1374,Oversight and Reform,117
116-HB5405,Judiciary,116
116-HB6259,Veterans' Affairs,116
116-HB1063,Oversight and Reform,116
117-HR723,Education and Labor,117
117-HB5471,Education and Labor,117
116-HCR93,Oversight and Reform,116
116-HB6357,Education and Labor,116
117-HR1395,Administration,117
116-HB5959,Education and Labor,116
116-HB6433,Ways And Means,116
116-HB6457,Energy And Commerce,116
116-HB4942,Homeland Security,116
117-HB8534,Judiciary,117
117-HB6294,Energy And Commerce,117
117-HB5800,Oversight and Reform,117
116-HB4154,Veterans' Affairs,116
116-HB4002,Ways And Means,116
117-HR1177,Energy And Commerce,117
117-HB5596,Energy And Commerce,117
116-HR461,Oversight and Reform,116
117-HB3421,Energy And Commerce,117
117-HB2398,Energy And Commerce,117
116-HB2167,Foreign Affairs,116
116-HB4386,Ways And Means,116
116-HB512,Oversight and Reform,116
116-HB4620,Energy And Commerce,116
116-HB5515,Judiciary,116
116-HR814,Education and Labor,116
116-HB5473,Energy And Commerce,116
117-HJR85,Judiciary,117
116-HB3510,Natural Resources,116
117-HB4468,Oversight and Reform,117
117-HB1956,Energy And Commerce,117
117-HB9476,Energy And Commerce,117
116-HB2500,Armed Services,116
116-HB8818,Judiciary,116
116-HR783,Foreign Affairs,116
116-HB4862,Foreign Affairs,116
117-HB3977,Foreign Affairs,117
116-HB4641,Energy And Commerce,116
116-HB6744,Energy And Commerce,116
116-HB178,Agriculture,116
116-HB7010,Small Business,116
117-HB3141,Education and Labor,117
117-HB9365,Veterans' Affairs,117
117-HB3146,Financial Services,117
116-HB2233,Judiciary,116
117-HR1030,Armed Services,117
117-HB2408,Natural Resources,117
117-HB9280,Education and Labor,117
116-HB1746,Armed Services,116
116-HR572,"Science, Space, And Technology",116
116-HR1191,Foreign Affairs,116
117-HB8959,Oversight and Reform,117
116-HR133,Foreign Affairs,116
117-HB1377,Appropriations,117
116-HR228,Administration,116
117-HB2319,Ways And Means,117
116-HB126,Administration,116
116-HB5763,Energy And Commerce,116
116-HB3979,Rules,116
116-HB4941,Armed Services,116
117-HB6090,Oversight and Reform,117
117-HB1310,Judiciary,117
116-HR453,Oversight and Reform,116
117-HB2852,Energy And Commerce,117
116-HB4064,Financial Services,116
116-HB8890,Oversight and Reform,116
117-HB9242,Education and Labor,117
116-HB4701,Energy And Commerce,116
116-HB4265,Education and Labor,116
116-HB8013,Energy And Commerce,116
117-HB899,Education and Labor,117
117-HB3163,Education and Labor,117
117-HJR102,Veterans' Affairs,117
116-HB72,Financial Services,116
116-HB6127,Financial Services,116
117-HB6127,Judiciary,117
117-HB9159,Financial Services,117
117-HB2675,Budget,117
117-HB7278,Judiciary,117
116-HB8913,Judiciary,116
117-HCR106,Energy And Commerce,117
117-HB7173,Oversight and Reform,117
117-HB6372,Energy And Commerce,117
117-HB3287,Oversight and Reform,117
117-HB6900,Financial Services,117
117-HB4077,Agriculture,117
116-HB860,Ways And Means,116
116-HJR59,Oversight and Reform,116
116-HB594,Energy And Commerce,116
117-HB5356,Ways And Means,117
117-HR64,Judiciary,117
117-HR606,Armed Services,117
117-HB2345,Oversight and Reform,117
116-HB7770,Administration,116
117-HR1281,Ways And Means,117
116-HB8206,Ways And Means,116
117-HB5598,Financial Services,117
116-HB8037,Ways And Means,116
117-HR858,Foreign Affairs,117
117-HB555,Judiciary,117
117-HB6778,Ways And Means,117
116-HR633,Rules,116
116-HB2526,Natural Resources,116
117-HB4660,Transportation And Infrastructure,117
116-HB5584,Transportation And Infrastructure,116
116-HB3966,Ways And Means,116
116-HB626,Administration,116
117-HJR4,Judiciary,117
117-HB1913,Ways And Means,117
116-HB4350,Energy And Commerce,116
116-HB5721,Energy And Commerce,116
117-HB1175,Administration,117
117-HR796,Rules,117
116-HB8697,Intelligence,116
116-HB3346,Ways And Means,116
117-HB8522,Education and Labor,117
116-HB8247,Veterans' Affairs,116
117-HB3367,Oversight and Reform,117
117-HR1062,Education and Labor,117
116-HB4508,Foreign Affairs,116
117-HB8765,Energy And Commerce,117
117-HB7229,Ways And Means,117
116-HB8967,Energy And Commerce,116
117-HB7085,Transportation And Infrastructure,117
116-HB5996,Ways And Means,116
117-HB3364,Judiciary,117
117-HB8881,Energy And Commerce,117
116-HB2406,Natural Resources,116
116-HB4080,Judiciary,116
116-HB6098,Energy And Commerce,116
117-HB1236,Energy And Commerce,117
116-HB2197,Transportation And Infrastructure,116
116-HB4825,Judiciary,116
116-HB4817,Veterans' Affairs,116
117-HB7484,Energy And Commerce,117
116-HB4999,Ways And Means,116
116-HB7029,Energy And Commerce,116
116-HCR89,Natural Resources,116
117-HB477,Energy And Commerce,117
117-HB4847,Judiciary,117
116-HB8614,Ways And Means,116
116-HB5031,Energy And Commerce,116
116-HB6320,Small Business,116
117-HB4721,Foreign Affairs,117
117-HR733,Foreign Affairs,117
117-HB271,Energy And Commerce,117
116-HB4432,Homeland Security,116
117-HB8607,Transportation And Infrastructure,117
116-HB1192,Education and Labor,116
116-HB6046,Oversight and Reform,116
116-HB543,Transportation And Infrastructure,116
117-HB8384,Energy And Commerce,117
117-HB9462,Education and Labor,117
116-HB8517,Energy And Commerce,116
116-HB3078,Ways And Means,116
116-HB6824,Ways And Means,116
116-HB4751,Ways And Means,116
116-HJR81,Foreign Affairs,116
116-HB2657,Financial Services,116
117-HB5403,Armed Services,117
116-HR117,Energy And Commerce,116
117-HB7583,Foreign Affairs,117
117-HB8397,"Science, Space, And Technology",117
116-HB3673,Ways And Means,116
116-HB1561,Oversight and Reform,116
117-HB8084,Agriculture,117
